,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
279,Shingu,40,JP,1579489805,53,33.73,135.98,51.8,17.22
280,Guiyang,90,CN,1579489806,93,26.58,106.72,41.0,2.24
281,Kavieng,100,PG,1579489806,72,-2.57,150.8,84.34,17.85
282,Oro Valley,1,US,1579489806,47,32.39,-110.97,64.4,5.82
283,Bonavista,100,CA,1579489806,87,48.65,-53.11,28.0,21.0
284,Zenzeli,20,RU,1579489806,86,45.92,47.05,27.48,2.26
285,Forsytheganj,1,BY,1579489807,96,52.63,29.73,27.81,6.46
286,Batticaloa,51,LK,1579489807,82,7.71,81.69,79.45,6.89
287,Eunice,1,US,1579489807,65,30.49,-92.42,46.99,6.93
288,Nacogdoches,1,US,1579489807,86,31.6,-94.63,43.0,3.56
289,Pacific Grove,1,US,1579489807,70,36.62,-121.92,54.0,10.29
290,Bariloche,0,AR,1579489542,51,-41.15,-71.31,60.8,3.89
291,San Jose,90,US,1579489792,100,37.34,-121.89,53.6,2.91
292,Kalmunai,65,LK,1579489808,79,7.42,81.82,81.34,15.97
293,Akodia,11,IN,1579489809,62,23.38,76.6,53.4,5.84
294,Deputatsky,0,RU,1579489809,83,69.3,139.9,-24.34,4.29
295,Salalah,75,OM,1579489809,60,17.02,54.09,73.4,4.7
296,Jiblah,46,YE,1579489809,90,13.92,44.15,56.95,2.84
297,Diu,0,IN,1579489809,54,20.71,70.98,68.74,16.71
298,Rio Grande,0,BR,1579489545,85,-32.03,-52.1,73.06,16.55
299,Lima,99,PE,1579489597,78,-12.04,-77.03,73.4,11.41
300,Bosaso,86,SO,1579489810,66,11.28,49.18,75.07,7.85
301,Waipawa,50,NZ,1579489810,82,-41.41,175.52,75.0,14.99
302,Kinsale,20,IE,1579489811,93,51.71,-8.53,35.6,4.7
303,La Ronge,5,CA,1579489811,75,55.1,-105.28,-20.2,2.24
304,Harindanga,40,IN,1579489811,87,22.04,88.32,60.8,8.05
305,Surman,8,LY,1579489811,55,32.76,12.57,60.19,17.81
306,Labuhan,100,ID,1579489811,69,-6.88,112.21,85.26,4.63
307,Hobyo,41,SO,1579489812,83,5.35,48.53,73.96,11.99
308,La Serena,90,CL,1579489812,82,-29.91,-71.25,64.4,4.7
309,Kasongo-Lunda,100,CD,1579489812,97,-6.47,16.82,68.47,0.56
310,Elko,1,US,1579489813,63,41.0,-115.5,28.4,6.49
311,Sullia,20,IN,1579489813,88,12.57,75.38,75.2,4.23
312,Bandarbeyla,66,SO,1579489813,75,9.49,50.81,76.3,18.19
313,Bereket,100,TM,1579489813,96,39.24,55.52,32.74,2.84
314,Departamento de Maldonado,0,UY,1579489814,78,-34.67,-54.92,73.4,4.7
315,Moindou,20,NC,1579489814,40,-21.69,165.68,89.6,14.99
316,Polunochnoye,4,RU,1579489814,98,60.87,60.42,-6.84,1.41
317,Xichang,0,CN,1579489814,53,27.9,102.26,39.29,7.63
318,Sayyan,0,YE,1579489815,32,15.17,44.32,43.83,2.08
319,Huilong,0,CN,1579489815,69,31.81,121.66,61.0,5.01
320,Santa Maria,0,BR,1579489815,83,-29.68,-53.81,78.8,2.24
321,Bengkulu,94,ID,1579489816,62,-3.8,102.27,86.45,2.13
322,Harper,4,LR,1579489816,94,4.38,-7.72,75.78,1.77
323,Santa Vitoria do Palmar,49,BR,1579489817,90,-33.52,-53.37,71.1,10.67
324,Sidi Ali,5,DZ,1579489817,91,36.1,0.42,43.59,4.43
325,Iquique,100,CL,1579489590,64,-20.22,-70.14,73.4,8.05
326,Skjervoy,100,NO,1579489818,71,70.03,20.97,35.98,14.63
327,Acapulco de Juarez,20,MX,1579489647,83,16.86,-99.89,82.4,9.17
328,Toyooka,75,JP,1579489818,53,35.53,134.83,51.8,5.82
329,Yellowknife,40,CA,1579489742,76,62.46,-114.35,-7.6,10.29
330,Robe,93,AU,1579489819,51,-37.18,139.75,71.13,17.22
331,Lamont,1,US,1579489819,25,35.26,-118.91,55.99,20.8
332,Kidal,0,ML,1579489819,24,18.44,1.41,59.25,9.64
333,Saint-Francois,0,FR,1579489819,69,46.42,3.91,36.0,10.29
334,Otjimbingwe,0,NA,1579489820,56,-22.35,16.13,58.66,0.98
335,Liverpool,29,GB,1579489782,85,53.41,-2.98,37.0,5.82
336,Vao,2,NC,1579489820,66,-22.67,167.48,76.57,13.65
337,Shenkursk,100,RU,1579489820,98,62.11,42.9,32.09,4.5
338,Nakhon Thai,76,TH,1579489821,51,17.1,100.84,84.99,6.93
339,Pleshanovo,88,RU,1579489821,97,52.83,53.48,19.76,6.93
340,Montepuez,53,MZ,1579489821,95,-13.13,39.0,72.05,7.4
341,Shetpe,100,KZ,1579489822,80,44.17,52.12,27.01,6.26
342,Puyang,0,CN,1579489822,71,29.46,119.89,48.6,2.13
343,Yaguajay,5,CU,1579489822,84,22.33,-79.24,75.29,14.9
344,Bethel,90,US,1579489822,58,41.37,-73.41,33.8,10.29
345,Asifabad,0,IN,1579489823,68,19.37,79.28,66.4,6.51
346,Astana,75,KZ,1579489625,92,51.18,71.45,5.0,2.24
347,Manadhoo,86,MV,1579489823,76,5.77,73.38,82.96,17.56
348,Hambantota,40,LK,1579489823,100,6.12,81.12,78.8,8.05
349,Fernie,90,CA,1579489824,92,49.5,-115.07,37.99,3.89
350,Grindavik,75,IS,1579489824,74,63.84,-22.43,37.4,25.28
351,Shiraz,75,IR,1579489824,93,29.6,52.54,42.8,0.67
352,Dinar,0,TR,1579489824,73,38.06,30.17,23.0,6.93
353,Riberalta,100,BO,1579489824,90,-10.98,-66.1,77.52,2.44
354,Emba,98,KZ,1579489825,98,48.83,58.14,17.78,4.88
355,Port Hedland,42,AU,1579489825,46,-20.32,118.57,93.2,6.93
356,Saint Anthony,90,US,1579489825,78,45.02,-93.22,10.99,4.7
357,Nuuk,100,GL,1579489545,61,64.18,-51.72,14.0,10.29
358,Tutoia,100,BR,1579489826,94,-2.76,-42.27,75.15,2.51
359,Ituacu,100,BR,1579489826,82,-13.81,-41.3,71.33,6.71
360,Bonthe,84,SL,1579489826,88,7.53,-12.51,76.12,1.7
361,Cap Malheureux,75,MU,1579489826,88,-19.98,57.61,81.0,4.7
362,Winnemucca,1,US,1579489826,38,40.97,-117.74,42.8,11.41
363,Manggar,88,ID,1579489827,74,-2.88,108.27,82.69,6.38
364,Lebanon,40,US,1579489827,67,36.21,-86.29,26.6,8.05
365,Ambo,100,PE,1579489827,97,-10.13,-76.2,46.76,1.43
366,Nastola,90,FI,1579489827,87,61.0,25.92,33.8,11.41
367,Sokoni,100,TZ,1579489827,88,-6.43,39.55,79.83,14.0
368,Roald,75,NO,1579489828,81,62.58,6.13,48.0,18.34
369,Poum,0,NC,1579489828,77,-20.23,164.02,79.21,15.57
370,Havre-Saint-Pierre,90,CA,1579489828,71,50.23,-63.6,6.8,12.75
371,Iisalmi,90,FI,1579489829,86,63.56,27.19,26.6,9.17
372,Khasan,96,RU,1579489829,65,42.43,130.64,22.17,14.99
373,Port Lincoln,32,AU,1579489829,61,-34.73,135.87,66.27,14.7
374,Boa Vista,88,BR,1579489829,69,2.82,-60.67,80.6,5.82
375,Dedovichi,71,RU,1579489829,88,57.55,29.95,34.45,10.49
376,Booue,96,GA,1579489830,93,-0.09,11.94,73.26,1.41
377,Shilong,75,CN,1579489830,54,23.11,113.84,64.99,4.47
378,Trindade,75,BR,1579489830,88,-16.65,-49.49,73.4,6.93
379,Togur,85,RU,1579489830,94,58.36,82.83,-10.98,9.19
380,Poya,0,NC,1579489831,80,-21.35,165.15,76.87,15.7
381,Korla,0,CN,1579489831,90,41.76,86.15,10.0,1.34
382,Vostok,99,RU,1579489831,87,46.49,135.88,11.08,3.31
383,Westport,1,US,1579489579,50,41.14,-73.36,35.01,14.99
384,Tarko-Sale,76,RU,1579489832,78,64.92,77.78,-20.99,8.5
385,Chernitsyno,90,RU,1579489832,92,51.51,36.05,26.6,6.71
386,Ngunguru,0,NZ,1579489832,70,-35.62,174.5,77.0,10.0
387,Salym,55,RU,1579489832,94,60.06,71.48,-8.25,6.89
388,Grove City,90,US,1579489832,78,39.88,-83.09,16.0,6.93
389,Belmonte,40,BR,1579489833,88,-15.86,-38.88,78.8,3.36
390,Amahai,49,ID,1579489587,69,-3.33,128.92,85.82,21.7
391,Ambulu,48,ID,1579489833,72,-8.35,113.61,81.09,1.12
392,Nantucket,1,US,1579489833,50,41.28,-70.1,35.6,12.75
393,Barbosa Ferraz,1,BR,1579489834,69,-24.03,-52.01,77.0,5.82
394,Abha,54,SA,1579489834,70,18.22,42.51,48.2,2.42
395,Hofn,100,IS,1579489834,90,64.25,-15.21,41.86,29.28
396,Springbok,0,ZA,1579489834,92,-29.66,17.89,53.13,1.61
397,Wanning,0,CN,1579489835,72,18.8,110.4,72.7,11.48
398,Gornoye Loo,0,RU,1579489835,69,43.71,39.6,35.6,7.14
399,Ancud,0,CL,1579489835,71,-41.87,-73.82,55.4,16.11
400,Ca Mau,0,VN,1579489835,50,9.18,105.15,87.87,15.82
401,Barillas,71,GT,1579489836,96,15.8,-91.32,53.85,6.53
402,Amazar,0,RU,1579489836,87,53.86,120.88,-5.49,2.28
403,Mufulira,97,ZM,1579489837,98,-12.55,28.24,62.1,6.24
404,Honiara,40,SB,1579489837,94,-9.43,159.95,80.6,5.82
405,Daru,33,PG,1579489838,59,-9.08,143.21,91.26,4.94
406,Zlobin,100,HR,1579489838,42,45.29,14.65,45.0,12.75
407,Qaanaaq,0,GL,1579489838,42,77.48,-69.36,-18.96,4.59
408,Kisaran,0,ID,1579489838,70,2.98,99.62,84.34,4.29
409,Naantali,100,FI,1579489838,86,60.45,22.03,37.0,8.05
410,Muros,75,ES,1579489839,80,42.78,-9.06,48.99,10.29
411,Atambua,10,ID,1579489839,64,-9.11,124.89,83.75,5.19
412,Agadir,20,MA,1579489744,71,30.42,-9.6,51.8,10.29
413,Birin,0,NP,1579489839,67,26.89,88.07,46.27,2.06
414,Amberley,90,US,1579489839,72,39.2,-84.43,16.0,9.17
415,Tucupita,76,VE,1579489840,99,9.06,-62.05,72.41,3.13
416,Kwang Binh,20,VN,1579489840,77,17.48,106.6,73.71,8.37
417,Taltal,0,CL,1579489840,85,-25.4,-70.48,63.59,1.57
418,Ratnagiri,0,IN,1579489840,52,16.98,73.3,73.69,2.86
419,Caravelas,6,BR,1579489841,82,-17.71,-39.25,79.57,7.02
420,Waingapu,18,ID,1579489841,73,-9.66,120.26,83.71,13.62
421,Shelburne,5,CA,1579489841,66,44.08,-80.2,18.0,5.82
422,Borazjan,20,IR,1579489617,87,29.27,51.22,57.2,1.74
423,Constantine,75,DZ,1579489842,81,36.37,6.61,42.8,6.93
424,Rosehearty,63,GB,1579489842,75,57.7,-2.11,48.0,3.36
425,Aguimes,40,ES,1579489842,77,27.91,-15.45,62.6,21.92
426,Seminole,75,US,1579489664,78,28.71,-81.21,73.4,11.41
427,Moengo,99,SR,1579489842,96,5.62,-54.4,73.09,2.77
428,Muzhi,100,RU,1579489843,77,65.37,64.67,12.56,17.94
429,Tugulym,75,RU,1579489843,85,57.06,64.64,12.2,11.18
430,Luziania,40,BR,1579489843,88,-16.25,-47.95,73.4,6.93
431,Khandyga,100,RU,1579489843,97,62.67,135.6,-12.71,1.16
432,Maniitsoq,100,GL,1579489844,88,65.42,-52.9,13.03,11.43
433,Creel,0,MX,1579489844,79,27.75,-107.63,46.54,4.94
434,Rozvadiv,90,UA,1579489844,92,49.5,23.62,30.99,4.47
435,Nalut,0,LY,1579489844,52,30.33,10.85,46.63,17.18
436,Fuyu,100,CN,1579489844,90,45.18,124.82,7.59,4.03
437,Sur,0,OM,1579489845,75,22.57,59.53,62.56,3.87
438,Usinsk,78,RU,1579489845,99,65.99,57.53,-2.85,7.09
439,Trat,20,TH,1579489845,74,12.5,102.5,91.0,6.93
440,Kismayo,3,SO,1579489845,80,-0.36,42.55,80.08,20.29
441,Kungurtug,100,RU,1579489846,92,50.6,97.52,7.12,1.14
442,Alsfeld,75,DE,1579489846,93,50.75,9.27,37.0,5.82
443,Khomeyn,0,IR,1579489625,85,33.64,50.08,23.65,4.36
444,Abu Samrah,92,SY,1579489846,95,35.3,37.18,40.6,1.39
445,Gloversville,90,US,1579489846,78,43.05,-74.34,21.2,8.05
446,Lufilufi,100,WS,1579489847,83,-13.87,-171.6,80.26,22.7
447,Simao,93,CN,1579489847,54,22.79,100.97,63.68,3.65
448,Cattolica,100,IT,1579489847,61,43.96,12.74,46.99,13.87
449,Ibra,0,OM,1579489847,85,22.69,58.53,58.14,2.37
450,Jega,0,NG,1579489848,26,12.22,4.38,66.13,13.13
451,Vyborg,75,RU,1579489848,88,60.71,28.75,32.0,10.29
452,Atar,0,MR,1579489848,23,20.52,-13.05,60.15,8.46
453,Cayenne,75,GF,1579489848,78,4.93,-52.33,80.6,10.29
454,Severnyy,90,RU,1579489848,92,50.68,36.55,24.8,8.95
455,Whitecourt,75,CA,1579489849,76,54.15,-115.69,-4.0,4.7
456,Isangel,96,VU,1579489849,77,-19.55,169.27,76.06,15.12
457,Mabaruma,54,GY,1579489849,99,8.2,-59.78,71.17,1.7
458,Tomatlan,26,MX,1579489849,78,19.93,-105.25,73.06,1.97
459,Loiza,75,PR,1579489850,78,18.43,-65.88,77.0,8.05
460,Hargeisa,97,SO,1579489850,95,9.56,44.06,54.34,11.56
461,Gumdag,100,TM,1579489850,87,39.21,54.59,36.12,4.36
462,Ust'-Koksa,100,RU,1579489851,99,50.27,85.61,-1.19,7.29
463,Akureyri,90,IS,1579489608,89,65.68,-18.09,37.4,26.4
464,Bacolod City,1,PH,1579489851,66,10.67,122.95,83.93,9.08
465,Margate,32,GB,1579489851,63,51.38,1.39,37.99,6.93
466,Garoowe,100,SO,1579489852,78,8.41,48.48,65.77,5.48
467,Mount Barker,75,AU,1579489852,68,-35.07,138.87,71.01,14.99
468,Raudeberg,100,NO,1579489852,93,61.99,5.14,46.99,32.21
469,Diffa,0,NE,1579489852,46,13.32,12.61,60.8,11.56
470,Tias,90,ES,1579489853,63,28.96,-13.64,62.6,12.75
471,Cervo,100,ES,1579489853,57,43.67,-7.41,50.0,11.99
472,Kurara,82,IN,1579489853,63,25.98,79.98,51.33,5.32
473,Lucapa,100,AO,1579489853,96,-8.42,20.74,63.93,1.25
474,Giffoni Valle Piana,100,IT,1579489854,61,40.72,14.94,51.8,10.29
475,Ugoofaaru,47,MV,1579489854,78,5.67,73.0,82.74,16.28
476,Conde,70,BR,1579489854,78,-7.26,-34.91,78.8,6.93
477,Namatanai,100,PG,1579489855,83,-3.67,152.43,80.74,13.13
478,Alice Springs,0,AU,1579489660,18,-23.7,133.88,87.8,11.41
479,Tabas,3,IR,1579489855,75,33.6,56.92,44.6,6.93
480,Abu Zabad,34,SD,1579489744,26,12.35,29.25,56.19,15.01
481,Morehead,90,US,1579489856,73,37.27,-87.18,21.99,8.05
482,Linqu,0,CN,1579489856,40,36.52,118.54,41.0,5.68
483,Ilo,100,PE,1579489569,93,-17.64,-71.34,71.87,5.08
484,Samana,47,DO,1579489856,95,19.21,-69.34,68.43,2.13
485,Auki,9,SB,1579489856,76,-8.77,160.7,83.93,13.82
486,Mossamedes,2,AO,1579489857,84,-15.2,12.15,74.8,9.4
487,Russell,1,US,1579489857,48,32.35,-85.2,44.6,5.82
488,Katsuura,0,JP,1579489857,61,35.13,140.3,54.0,3.36
489,Renqiu,0,CN,1579489858,27,38.7,116.09,35.65,2.68
490,Shaowu,0,CN,1579489858,57,27.34,117.48,50.67,2.59
491,Pimentel,11,PE,1579489858,29,-6.84,-79.93,66.2,13.87
492,Inirida,75,CO,1579489858,96,3.87,-67.92,74.43,1.83
493,Coquimbo,90,CL,1579489858,82,-29.95,-71.34,64.4,4.7
494,Kununurra,75,AU,1579489859,89,-15.77,128.73,84.2,6.93
495,Ayagoz,100,KZ,1579489859,94,47.97,80.44,14.04,7.36
496,Zhangye,0,CN,1579489859,28,38.93,100.45,26.08,6.06
497,Eydhafushi,34,MV,1579489859,77,5.1,73.07,82.9,16.6
498,Eureka,90,US,1579489860,87,40.8,-124.16,48.2,2.95
499,Iqaluit,5,CA,1579489860,69,63.75,-68.51,-13.0,4.7
500,Viedma,0,AR,1579489662,56,-40.81,-63.0,64.78,11.21
501,Murud,0,IN,1579489860,55,18.33,72.97,72.59,2.82
502,Jizan,40,SA,1579489861,83,17.33,42.67,75.2,1.81
503,Chipinge,100,ZW,1579489861,97,-20.19,32.62,66.22,5.03
504,Wuning,0,CN,1579489861,92,29.26,120.23,45.0,2.13
505,Key Biscayne,75,US,1579489861,78,25.69,-80.16,73.99,5.82
506,Dori,0,BF,1579489862,31,14.04,-0.03,62.06,6.67
507,Mount Gambier,100,AU,1579489862,77,-37.83,140.77,62.6,20.8
508,Rio Claro,2,BR,1579489862,83,-22.41,-47.56,73.4,5.82
509,Oussouye,53,SN,1579489862,38,12.48,-16.55,70.07,4.41
510,At-Bashi,100,KG,1579489863,64,41.17,75.81,-2.67,2.62
511,Tenenkou,100,ML,1579489863,22,14.46,-4.92,64.38,6.17
512,Waitati,67,NZ,1579489863,66,-45.75,170.57,66.99,7.76
513,Shieli,90,KZ,1579489863,97,44.17,66.75,28.15,5.77
514,Bahir Dar,10,ET,1579489864,67,11.59,37.39,58.68,2.48
515,Tukrah,62,LY,1579489864,74,32.53,20.58,51.87,4.83
516,Loukhi,91,RU,1579489864,97,66.08,33.04,12.54,3.71
517,Ada,1,US,1579489864,69,43.42,-116.13,35.6,8.05
518,Avanuorri,75,NO,1579489864,67,71.0,24.66,33.8,17.22
519,Omboue,1,GA,1579489865,91,-1.57,9.26,75.04,1.21
520,Vagur,100,FO,1579489865,94,61.47,-6.81,48.74,35.63
521,Evensk,5,RU,1579489865,70,61.95,159.23,-13.72,7.27
522,Krabi,12,TH,1579489866,78,8.07,98.91,86.0,6.93
523,Cascais,0,PT,1579489866,39,38.7,-9.42,46.4,17.22
524,Puerto Suarez,3,BO,1579489866,84,-18.95,-57.8,77.67,4.25
525,'Ewa Beach,40,US,1579489866,47,21.32,-158.01,80.6,11.41
526,Taoudenni,6,ML,1579489867,26,22.68,-3.98,56.73,4.07
527,Nurota,75,UZ,1579489867,86,40.56,65.69,30.2,6.93
528,Henties Bay,0,NA,1579489867,88,-22.12,14.28,64.99,1.01
529,Ust'-Shonosha,100,RU,1579489867,95,61.15,41.34,32.27,6.76
530,Likasi,92,CD,1579489867,98,-10.98,26.73,61.36,6.73
531,Sarai Alamgir,40,PK,1579489868,81,32.9,73.76,46.4,3.65
532,Bud,90,US,1579489868,85,39.45,-86.18,15.8,11.41
533,Danjiangkou,65,CN,1579489868,42,32.54,111.51,48.06,1.72
534,Washington,90,US,1579489643,92,47.5,-120.5,34.0,4.7
535,Pandan,14,PH,1579489868,73,14.05,124.17,79.03,17.94
536,Bac Lieu,0,VN,1579489713,51,9.29,105.72,86.63,18.01
537,Lookan,100,PH,1579489869,70,5.04,120.1,82.35,4.81
538,Sambava,100,MG,1579489869,96,-14.27,50.17,73.8,1.81
539,Bay Roberts,90,CA,1579489870,100,47.6,-53.26,28.0,23.13
540,Miguelopolis,0,BR,1579489870,88,-20.18,-48.03,73.4,4.7
541,Vila do Maio,0,CV,1579489870,77,15.13,-23.22,69.8,11.41
542,Fortuna,90,US,1579489871,87,40.6,-124.16,48.2,1.54
543,Srandakan,95,ID,1579489871,60,-7.94,110.25,85.53,5.59
544,Avanigadda,20,IN,1579489871,83,16.02,80.92,73.4,2.24
545,San Patricio,40,MX,1579489871,74,19.22,-104.7,80.6,6.93
546,Mujiayingzi,0,CN,1579489872,26,42.12,118.78,19.85,17.02
547,Avallon,0,FR,1579489872,89,47.48,3.9,31.66,13.18
548,Manokwari,51,ID,1579489640,59,-0.87,134.08,82.33,9.71
549,Fredericton,90,CA,1579489817,79,45.95,-66.67,21.2,6.93
550,Kavaratti,40,IN,1579489873,78,10.57,72.64,80.6,4.7
551,Tonj,37,SS,1579489873,33,7.27,28.68,62.62,4.85
552,Motala,100,SE,1579489873,74,58.54,15.04,35.6,8.05
553,Agartala,75,IN,1579489874,100,23.84,91.28,62.6,5.1
554,Sfantu Gheorghe,12,RO,1579489874,29,45.87,25.78,25.0,21.0
555,Fukuchiyama,75,JP,1579489874,53,35.3,135.12,53.01,5.82
556,Alasehir,0,TR,1579489745,73,38.35,28.52,30.51,2.62
557,Plettenberg Bay,79,ZA,1579489875,80,-34.05,23.37,65.5,18.72
558,Nivala,100,FI,1579489875,94,63.92,25.0,25.0,4.0
559,Khanbari,0,NP,1579489875,45,27.37,87.2,37.89,2.48
560,Camacha,40,PT,1579489875,63,33.08,-16.33,60.8,10.29
561,Husavik,90,IS,1579489876,74,66.04,-17.34,37.4,21.92
562,Buin,75,CL,1579489876,56,-33.73,-70.75,69.8,5.82
